"Match","Date","League","Opponent","Result"
"2258049161","29 Mar 2016","4461","CDEC Gaming","Win"
"2257914125","29 Mar 2016","4461","CDEC Gaming","Win"
"2257630432","29 Mar 2016","4546","FTD Club b","Win"
"2257509131","29 Mar 2016","4546","FTD Club b","Win"
"2250490520","26 Mar 2016","4405","Invictus Gaming","Win"
"2250335492","26 Mar 2016","4405","Invictus Gaming","Loss"
"2236061800","20 Mar 2016","4405","Vici_Gaming Reborn","Loss"
"2194260255","03 Mar 2016","4266","Fnatic","Loss"
"2192542709","02 Mar 2016","4266","CDEC Gaming","Win"
"2182565525","27 Feb 2016","4266","LGD-GAMING","Loss"
"2182314158","27 Feb 2016","4266","LGD-GAMING","Loss"
"2181519569","27 Feb 2016","4266","Team Archon","Win"
"2181387942","27 Feb 2016","4266","Team Archon","Win"
"2181195992","27 Feb 2016","4266","LGD-GAMING","Loss"
"2181130001","27 Feb 2016","4266","LGD-GAMING","Win"
"2181038082","27 Feb 2016","4266","LGD-GAMING","Loss"
"2114856246","30 Jan 2016","4301","LGD-GAMING","Loss"
"2114744832","30 Jan 2016","4301","LGD-GAMING","Win"
"2114632374","30 Jan 2016","4301","LGD-GAMING","Loss"
"2112310424","29 Jan 2016","4301","Team Secret","Win"
